Ano,2000,2001,2002,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Brasil,"3,948930025","3,844680071","3,750370026","3,974479914","4,4790802","4,870600224","4,974259853","5,268839836","5,463550091","5,648799896","5,737410069","5,855100155","5,838850021","5,948480129","6,24105978","6,314040184","6,32047987","6,088510036","5,963469982","5,771500111"
OCDE,"4,934005022","5,089584351","5,179230213","5,054675102","4,926849842","4,874439955","4,715410233","4,906070232","5,282895088","5,356369972","5,109539986","4,938925028","5,125165224","5,14427495","4,99559021","4,90681982","4,961319923","4,929490089","5,000834942","5,339079857"
